idx	fileid	tokenid	token	norm	lemma	ontoNer
316	ISW-_E_00001_SE_01_T_02_DF_01	(-)	NONE	NONE	NONE	NONE
317	ISW-_E_00001_SE_01_T_02_DF_01	w245	in	in	in	NONE
318	ISW-_E_00001_SE_01_T_02_DF_01	w246	der	der	die	NONE
319	ISW-_E_00001_SE_01_T_02_DF_01	(-)	NONE	NONE	NONE	NONE
320	ISW-_E_00001_SE_01_T_02_DF_01	w247	Schulgasse	Schulgasse	Schulgasse	B-FAC
321	ISW-_E_00001_SE_01_T_02_DF_01	.	NONE	NONE	NONE	NONE
322	ISW-_E_00001_SE_01_T_02_DF_01	w248	Die	Die	die	NONE
323	ISW-_E_00001_SE_01_T_02_DF_01	w249	Schule	Schule	Schule	NONE
324	ISW-_E_00001_SE_01_T_02_DF_01	w250	besteht	besteht	bestehen	NONE
325	ISW-_E_00001_SE_01_T_02_DF_01	w251	heute	heute	heute	B-TIME
326	ISW-_E_00001_SE_01_T_02_DF_01	w252	noch	noch	noch	NONE
327	ISW-_E_00001_SE_01_T_02_DF_01	,	NONE	NONE	NONE	NONE
328	ISW-_E_00001_SE_01_T_02_DF_01	(3)	NONE	NONE	NONE	NONE
329	ISW-_E_00001_SE_01_T_02_DF_01	w253	Sie	Sie	Sie	NONE
330	ISW-_E_00001_SE_01_T_02_DF_01	w254	kennen	kennen	kennen	NONE
331	ISW-_E_00001_SE_01_T_02_DF_01	w255	sich	sich	sich	NONE
332	ISW-_E_00001_SE_01_T_02_DF_01	w256	in	in	in	NONE
333	ISW-_E_00001_SE_01_T_02_DF_01	w257	Wien	Wien	Wien	B-GPE
334	ISW-_E_00001_SE_01_T_02_DF_01	w258	nicht	nicht	nicht	NONE
335	ISW-_E_00001_SE_01_T_02_DF_01	w259	aus	aus	aus	NONE
336	ISW-_E_00001_SE_01_T_02_DF_01	.	NONE	NONE	NONE	NONE
337	ISW-_E_00001_SE_01_T_02_DF_01	w260	Sie	Sie	Sie	NONE
338	ISW-_E_00001_SE_01_T_02_DF_01	w261	kennen	kennen	kennen	NONE
339	ISW-_E_00001_SE_01_T_02_DF_01	w262	sich	sich	sich	NONE
340	ISW-_E_00001_SE_01_T_02_DF_01	w263	in	in	in	NONE
341	ISW-_E_00001_SE_01_T_02_DF_01	w264	Wien	Wien	Wien	B-GPE
342	ISW-_E_00001_SE_01_T_02_DF_01	w265	aus	aus	aus	NONE
343	ISW-_E_00001_SE_01_T_02_DF_01	?	NONE	NONE	NONE	NONE
344	ISW-_E_00001_SE_01_T_02_DF_01	NONE	NONE	NONE	NONE	NONE
345	ISW-_E_00001_SE_01_T_02_DF_01	IR	NONE	NONE	NONE	NONE
346	ISW-_E_00001_SE_01_T_02_DF_01	w266	Mh	Mh	Mh	NONE
347	ISW-_E_00001_SE_01_T_02_DF_01	,	NONE	NONE	NONE	NONE
348	ISW-_E_00001_SE_01_T_02_DF_01	w267	ein	ein	eine	NONE
349	ISW-_E_00001_SE_01_T_02_DF_01	w268	bisschen	bisschen	bisschen	NONE
350	ISW-_E_00001_SE_01_T_02_DF_01	,	NONE	NONE	NONE	NONE
351	ISW-_E_00001_SE_01_T_02_DF_01	w269	also	also	also	NONE
352	ISW-_E_00001_SE_01_T_02_DF_01	/	NONE	NONE	NONE	NONE
353	ISW-_E_00001_SE_01_T_02_DF_01	NONE	NONE	NONE	NONE	NONE
354	ISW-_E_00001_SE_01_T_02_DF_01	MA	NONE	NONE	NONE	NONE
355	ISW-_E_00001_SE_01_T_02_DF_01	w270	Ja	Ja	ja	NONE
356	ISW-_E_00001_SE_01_T_02_DF_01	,	NONE	NONE	NONE	NONE
357	ISW-_E_00001_SE_01_T_02_DF_01	w271	ja	ja	ja	NONE
358	ISW-_E_00001_SE_01_T_02_DF_01	,	NONE	NONE	NONE	NONE
359	ISW-_E_00001_SE_01_T_02_DF_01	w272	es	es	es	NONE
360	ISW-_E_00001_SE_01_T_02_DF_01	w273	ist	ist	sein	NONE
361	ISW-_E_00001_SE_01_T_02_DF_01	w274	egal	egal	egal	NONE
362	ISW-_E_00001_SE_01_T_02_DF_01	w275	in	in	in	NONE
363	ISW-_E_00001_SE_01_T_02_DF_01	w276	welchem	welchem	welche	NONE
364	ISW-_E_00001_SE_01_T_02_DF_01	w277	Bezirk	Bezirk	Bezirk	NONE
365	ISW-_E_00001_SE_01_T_02_DF_01	,	NONE	NONE	NONE	NONE
366	ISW-_E_00001_SE_01_T_02_DF_01	w278	im	im	in	NONE
367	ISW-_E_00001_SE_01_T_02_DF_01	w279	18	18	18	B-GPE
368	ISW-_E_00001_SE_01_T_02_DF_01	.	NONE	NONE	NONE	I-GPE
369	ISW-_E_00001_SE_01_T_02_DF_01	w280	Bezirk	Bezirk	Bezirk	I-GPE
370	ISW-_E_00001_SE_01_T_02_DF_01	,	NONE	NONE	NONE	NONE
371	ISW-_E_00001_SE_01_T_02_DF_01	w281	Schulgasse	Schulgasse	Schulgasse	B-FAC
372	ISW-_E_00001_SE_01_T_02_DF_01	,	NONE	NONE	NONE	NONE
373	ISW-_E_00001_SE_01_T_02_DF_01	(--)	NONE	NONE	NONE	NONE
374	ISW-_E_00001_SE_01_T_02_DF_01	w282	ja	ja	ja	NONE
375	ISW-_E_00001_SE_01_T_02_DF_01	,	NONE	NONE	NONE	NONE
376	ISW-_E_00001_SE_01_T_02_DF_01	w283	und	und	und	NONE
377	ISW-_E_00001_SE_01_T_02_DF_01	w284	äh	äh	äh	NONE
378	ISW-_E_00001_SE_01_T_02_DF_01	(-)	NONE	NONE	NONE	NONE
379	ISW-_E_00001_SE_01_T_02_DF_01	w285	die	die	die	NONE
380	ISW-_E_00001_SE_01_T_02_DF_01	w286	Volksschule	Volksschule	Volksschule	NONE
381	ISW-_E_00001_SE_01_T_02_DF_01	w287	war	war	sein	NONE
382	ISW-_E_00001_SE_01_T_02_DF_01	w288	übrigens	übrigens	übrigens	NONE
383	ISW-_E_00001_SE_01_T_02_DF_01	w289	auch	auch	auch	NONE
384	ISW-_E_00001_SE_01_T_02_DF_01	w290	in	in	in	NONE
385	ISW-_E_00001_SE_01_T_02_DF_01	w291	der	der	die	NONE
386	ISW-_E_00001_SE_01_T_02_DF_01	w292	Schulgasse	Schulgasse	Schulgasse	B-FAC
387	ISW-_E_00001_SE_01_T_02_DF_01	,	NONE	NONE	NONE	NONE
388	ISW-_E_00001_SE_01_T_02_DF_01	w293	aber	aber	aber	NONE
389	ISW-_E_00001_SE_01_T_02_DF_01	(-)	NONE	NONE	NONE	NONE
390	ISW-_E_00001_SE_01_T_02_DF_01	w294	dieses	dieses	dies	NONE
391	ISW-_E_00001_SE_01_T_02_DF_01	w295	Haus	Haus	Haus	NONE
392	ISW-_E_00001_SE_01_T_02_DF_01	(-)	NONE	NONE	NONE	NONE
393	ISW-_E_00001_SE_01_T_02_DF_01	w296	steht	steht	stehen	NONE
394	ISW-_E_00001_SE_01_T_02_DF_01	w297	nicht	nicht	nicht	NONE
395	ISW-_E_00001_SE_01_T_02_DF_01	w298	mehr	mehr	mehr	NONE
396	ISW-_E_00001_SE_01_T_02_DF_01	.	NONE	NONE	NONE	NONE
397	ISW-_E_00001_SE_01_T_02_DF_01	w299	Aber	Aber	aber	NONE
398	ISW-_E_00001_SE_01_T_02_DF_01	w300	dies	dies	dies	NONE
399	ISW-_E_00001_SE_01_T_02_DF_01	/	NONE	NONE	NONE	NONE
400	ISW-_E_00001_SE_01_T_02_DF_01	(-)	NONE	NONE	NONE	NONE
401	ISW-_E_00001_SE_01_T_02_DF_01	w301	die	die	die	NONE
402	ISW-_E_00001_SE_01_T_02_DF_01	w302	Schule	Schule	Schule	NONE
403	ISW-_E_00001_SE_01_T_02_DF_01	w303	v	v	v	NONE
404	ISW-_E_00001_SE_01_T_02_DF_01	/	NONE	NONE	NONE	NONE
405	ISW-_E_00001_SE_01_T_02_DF_01	(-)	NONE	NONE	NONE	NONE
406	ISW-_E_00001_SE_01_T_02_DF_01	w304	in	in	in	NONE
407	ISW-_E_00001_SE_01_T_02_DF_01	w305	der	der	die	NONE
408	ISW-_E_00001_SE_01_T_02_DF_01	/	NONE	NONE	NONE	NONE
409	ISW-_E_00001_SE_01_T_02_DF_01	(-)	NONE	NONE	NONE	NONE
410	ISW-_E_00001_SE_01_T_02_DF_01	w306	Die	Die	die	NONE
411	ISW-_E_00001_SE_01_T_02_DF_01	w307	Hauptschule	Hauptschule	Hauptschule	NONE
412	ISW-_E_00001_SE_01_T_02_DF_01	w308	in	in	in	NONE
413	ISW-_E_00001_SE_01_T_02_DF_01	w309	der	der	die	NONE
414	ISW-_E_00001_SE_01_T_02_DF_01	w310	Schulgasse	Schulgasse	Schulgasse	B-ADD
415	ISW-_E_00001_SE_01_T_02_DF_01	w311	59	59	59	I-ADD
416	ISW-_E_00001_SE_01_T_02_DF_01	,	NONE	NONE	NONE	NONE
417	ISW-_E_00001_SE_01_T_02_DF_01	w312	die	die	die	NONE
418	ISW-_E_00001_SE_01_T_02_DF_01	w313	steht	steht	stehen	NONE
419	ISW-_E_00001_SE_01_T_02_DF_01	w314	sehr	sehr	sehr	NONE
420	ISW-_E_00001_SE_01_T_02_DF_01	w315	wohl	wohl	wohl	NONE
421	ISW-_E_00001_SE_01_T_02_DF_01	w316	noch	noch	noch	NONE
422	ISW-_E_00001_SE_01_T_02_DF_01	,	NONE	NONE	NONE	NONE
423	ISW-_E_00001_SE_01_T_02_DF_01	w317	und	und	und	NONE
424	ISW-_E_00001_SE_01_T_02_DF_01	w318	wir	wir	wir	NONE
425	ISW-_E_00001_SE_01_T_02_DF_01	w319	hatten	hatten	haben	NONE
426	ISW-_E_00001_SE_01_T_02_DF_01	w320	eine	eine	eine	NONE
427	ISW-_E_00001_SE_01_T_02_DF_01	w321	sehr	sehr	sehr	NONE
428	ISW-_E_00001_SE_01_T_02_DF_01	w322	gute	gute	gut	NONE
429	ISW-_E_00001_SE_01_T_02_DF_01	/	NONE	NONE	NONE	NONE
430	ISW-_E_00001_SE_01_T_02_DF_01	(-)	NONE	NONE	NONE	NONE
431	ISW-_E_00001_SE_01_T_02_DF_01	w323	einen	einen	eine	NONE
432	ISW-_E_00001_SE_01_T_02_DF_01	w324	sehr	sehr	sehr	NONE
433	ISW-_E_00001_SE_01_T_02_DF_01	w325	guten	guten	gut	NONE
434	ISW-_E_00001_SE_01_T_02_DF_01	w326	Klassenvorstand	Klassenvorstand	Klassenvorstand	NONE
435	ISW-_E_00001_SE_01_T_02_DF_01	,	NONE	NONE	NONE	NONE
436	ISW-_E_00001_SE_01_T_02_DF_01	w327	und	und	und	NONE
437	ISW-_E_00001_SE_01_T_02_DF_01	w328	zwar	zwar	zwar	NONE
438	ISW-_E_00001_SE_01_T_02_DF_01	w329	die	die	die	NONE
439	ISW-_E_00001_SE_01_T_02_DF_01	w330	Frau	Frau	Frau	B-TITLE
440	ISW-_E_00001_SE_01_T_02_DF_01	w331	Emma	Emma	Emma	B-PER
441	ISW-_E_00001_SE_01_T_02_DF_01	w332	Schrammek	Schrammek	Schrammek	I-PER
442	ISW-_E_00001_SE_01_T_02_DF_01	.	NONE	NONE	NONE	NONE
443	ISW-_E_00001_SE_01_T_02_DF_01	(3)	NONE	NONE	NONE	NONE
444	ISW-_E_00001_SE_01_T_02_DF_01	w333	Und	Und	und	NONE
445	ISW-_E_00001_SE_01_T_02_DF_01	w334	ich	ich	ich	NONE
446	ISW-_E_00001_SE_01_T_02_DF_01	w335	glaub	glaub	glauben	NONE
447	ISW-_E_00001_SE_01_T_02_DF_01	,	NONE	NONE	NONE	NONE
448	ISW-_E_00001_SE_01_T_02_DF_01	w336	sie	sie	sie	NONE
449	ISW-_E_00001_SE_01_T_02_DF_01	w337	hat	hat	haben	NONE
450	ISW-_E_00001_SE_01_T_02_DF_01	w338	äh	äh	äh	NONE
451	ISW-_E_00001_SE_01_T_02_DF_01	/	NONE	NONE	NONE	NONE
452	ISW-_E_00001_SE_01_T_02_DF_01	(-)	NONE	NONE	NONE	NONE
453	ISW-_E_00001_SE_01_T_02_DF_01	w339	Sie	Sie	Sie	NONE
454	ISW-_E_00001_SE_01_T_02_DF_01	w340	war	war	sein	NONE
455	ISW-_E_00001_SE_01_T_02_DF_01	w341	nicht	nicht	nicht	NONE
456	ISW-_E_00001_SE_01_T_02_DF_01	w342	antisemitisch	antisemitisch	antisemitisch	B-NRP
457	ISW-_E_00001_SE_01_T_02_DF_01	.	NONE	NONE	NONE	NONE
458	ISW-_E_00001_SE_01_T_02_DF_01	(--)	NONE	NONE	NONE	NONE
459	ISW-_E_00001_SE_01_T_02_DF_01	w343	Wir	Wir	wir	NONE
460	ISW-_E_00001_SE_01_T_02_DF_01	w344	haben	haben	haben	NONE
461	ISW-_E_00001_SE_01_T_02_DF_01	w345	es	es	es	NONE
462	ISW-_E_00001_SE_01_T_02_DF_01	w346	jedenfalls	jedenfalls	jedenfalls	NONE
463	ISW-_E_00001_SE_01_T_02_DF_01	w347	nicht	nicht	nicht	NONE
464	ISW-_E_00001_SE_01_T_02_DF_01	w348	gemerkt	gemerkt	merken	NONE
465	ISW-_E_00001_SE_01_T_02_DF_01	,	NONE	NONE	NONE	NONE
466	ISW-_E_00001_SE_01_T_02_DF_01	w349	wir	wir	wir	NONE
467	ISW-_E_00001_SE_01_T_02_DF_01	w350	waren	waren	sein	NONE
468	ISW-_E_00001_SE_01_T_02_DF_01	w351	aber	aber	aber	NONE
469	ISW-_E_00001_SE_01_T_02_DF_01	w352	nur	nur	nur	NONE
470	ISW-_E_00001_SE_01_T_02_DF_01	w353	zwei	zwei	zwei	B-CARDINAL
471	ISW-_E_00001_SE_01_T_02_DF_01	(-)	NONE	NONE	NONE	NONE
472	ISW-_E_00001_SE_01_T_02_DF_01	w354	jüdische	jüdische	jüdisch	B-NRP
473	ISW-_E_00001_SE_01_T_02_DF_01	w355	Kinder	Kinder	Kind	NONE
474	ISW-_E_00001_SE_01_T_02_DF_01	(-)	NONE	NONE	NONE	NONE
475	ISW-_E_00001_SE_01_T_02_DF_01	w356	in	in	in	NONE
476	ISW-_E_00001_SE_01_T_02_DF_01	w357	der	der	die	NONE
477	ISW-_E_00001_SE_01_T_02_DF_01	w358	Klasse	Klasse	Klasse	NONE
478	ISW-_E_00001_SE_01_T_02_DF_01	.	NONE	NONE	NONE	NONE
479	ISW-_E_00001_SE_01_T_02_DF_01	w359	Und	Und	und	NONE
480	ISW-_E_00001_SE_01_T_02_DF_01	w360	das	das	die	NONE
481	ISW-_E_00001_SE_01_T_02_DF_01	w361	ist	ist	sein	NONE
482	ISW-_E_00001_SE_01_T_02_DF_01	w362	schon	schon	schon	NONE
483	ISW-_E_00001_SE_01_T_02_DF_01	w363	irgendwie	irgendwie	irgendwie	NONE
484	ISW-_E_00001_SE_01_T_02_DF_01	w364	etwas	etwas	etwas	NONE
485	ISW-_E_00001_SE_01_T_02_DF_01	(-)	NONE	NONE	NONE	NONE
486	ISW-_E_00001_SE_01_T_02_DF_01	w365	Bedeutendes	Bedeutendes	Bedeutende	NONE
487	ISW-_E_00001_SE_01_T_02_DF_01	.	NONE	NONE	NONE	NONE
488	ISW-_E_00001_SE_01_T_02_DF_01	w366	Die	Die	die	NONE
489	ISW-_E_00001_SE_01_T_02_DF_01	w367	Juden	Juden	Jude	B-NRP
490	ISW-_E_00001_SE_01_T_02_DF_01	w368	haben	haben	haben	NONE
491	ISW-_E_00001_SE_01_T_02_DF_01	w369	ihre	ihre	ihr	NONE
492	ISW-_E_00001_SE_01_T_02_DF_01	w370	Kinder	Kinder	Kind	NONE
493	ISW-_E_00001_SE_01_T_02_DF_01	w371	nicht	nicht	nicht	NONE
494	ISW-_E_00001_SE_01_T_02_DF_01	w372	in	in	in	NONE
495	ISW-_E_00001_SE_01_T_02_DF_01	w373	die	die	die	NONE
496	ISW-_E_00001_SE_01_T_02_DF_01	w374	Volks	Volks	Volk	NONE
497	ISW-_E_00001_SE_01_T_02_DF_01	/	NONE	NONE	NONE	NONE
498	ISW-_E_00001_SE_01_T_02_DF_01	(-)	NONE	NONE	NONE	NONE
499	ISW-_E_00001_SE_01_T_02_DF_01	w375	in	in	in	NONE
500	ISW-_E_00001_SE_01_T_02_DF_01	w376	die	die	die	NONE
501	ISW-_E_00001_SE_01_T_02_DF_01	w377	Hauptschule	Hauptschule	Hauptschule	NONE
502	ISW-_E_00001_SE_01_T_02_DF_01	w378	geschickt	geschickt	schicken	NONE
503	ISW-_E_00001_SE_01_T_02_DF_01	,	NONE	NONE	NONE	NONE
504	ISW-_E_00001_SE_01_T_02_DF_01	w379	sondern	sondern	sondern	NONE
505	ISW-_E_00001_SE_01_T_02_DF_01	w380	ins	ins	in	NONE
506	ISW-_E_00001_SE_01_T_02_DF_01	w381	Gymnasium	Gymnasium	Gymnasium	NONE
507	ISW-_E_00001_SE_01_T_02_DF_01	.	NONE	NONE	NONE	NONE
508	ISW-_E_00001_SE_01_T_02_DF_01	(--)	NONE	NONE	NONE	NONE
509	ISW-_E_00001_SE_01_T_02_DF_01	w382	Alle	Alle	alle	NONE
510	ISW-_E_00001_SE_01_T_02_DF_01	.	NONE	NONE	NONE	NONE
511	ISW-_E_00001_SE_01_T_02_DF_01	w383	Alle	Alle	alle	NONE
512	ISW-_E_00001_SE_01_T_02_DF_01	w384	meine	meine	mein	NONE
513	ISW-_E_00001_SE_01_T_02_DF_01	(-)	NONE	NONE	NONE	NONE
514	ISW-_E_00001_SE_01_T_02_DF_01	w385	Freundinnen	Freundinnen	Freundin	NONE
515	ISW-_E_00001_SE_01_T_02_DF_01	,	NONE	NONE	NONE	NONE
516	ISW-_E_00001_SE_01_T_02_DF_01	w386	die	die	die	NONE
517	ISW-_E_00001_SE_01_T_02_DF_01	w387	ich	ich	ich	NONE
518	ISW-_E_00001_SE_01_T_02_DF_01	w388	außerhalb	außerhalb	außerhalb	NONE
519	ISW-_E_00001_SE_01_T_02_DF_01	w389	der	der	die	NONE
520	ISW-_E_00001_SE_01_T_02_DF_01	w390	Schule	Schule	Schule	NONE
521	ISW-_E_00001_SE_01_T_02_DF_01	w391	hatte	hatte	haben	NONE
522	ISW-_E_00001_SE_01_T_02_DF_01	,	NONE	NONE	NONE	NONE
523	ISW-_E_00001_SE_01_T_02_DF_01	w392	die	die	die	NONE
524	ISW-_E_00001_SE_01_T_02_DF_01	w393	waren	waren	sein	NONE
525	ISW-_E_00001_SE_01_T_02_DF_01	w394	im	im	in	NONE
526	ISW-_E_00001_SE_01_T_02_DF_01	w395	Gymnasium	Gymnasium	Gymnasium	NONE
527	ISW-_E_00001_SE_01_T_02_DF_01	.	NONE	NONE	NONE	NONE
528	ISW-_E_00001_SE_01_T_02_DF_01	w396	Und	Und	und	NONE
529	ISW-_E_00001_SE_01_T_02_DF_01	w397	warum	warum	warum	NONE
530	ISW-_E_00001_SE_01_T_02_DF_01	w398	man	man	man	NONE
531	ISW-_E_00001_SE_01_T_02_DF_01	w399	mich	mich	ich	NONE
532	ISW-_E_00001_SE_01_T_02_DF_01	w400	nicht	nicht	nicht	NONE
533	ISW-_E_00001_SE_01_T_02_DF_01	w401	ins	ins	in	NONE
534	ISW-_E_00001_SE_01_T_02_DF_01	w402	Gymnasium	Gymnasium	Gymnasium	NONE
535	ISW-_E_00001_SE_01_T_02_DF_01	w403	geschickt	geschickt	schicken	NONE
536	ISW-_E_00001_SE_01_T_02_DF_01	w404	hat	hat	haben	NONE
537	ISW-_E_00001_SE_01_T_02_DF_01	,	NONE	NONE	NONE	NONE
538	ISW-_E_00001_SE_01_T_02_DF_01	w405	hat	hat	haben	NONE
539	ISW-_E_00001_SE_01_T_02_DF_01	w406	verschiedene	verschiedene	verschieden	NONE
540	ISW-_E_00001_SE_01_T_02_DF_01	w407	Gründe	Gründe	Grund	NONE
541	ISW-_E_00001_SE_01_T_02_DF_01	.	NONE	NONE	NONE	NONE
542	ISW-_E_00001_SE_01_T_02_DF_01	w408	Ob	Ob	ob	NONE
543	ISW-_E_00001_SE_01_T_02_DF_01	w409	ich	ich	ich	NONE
544	ISW-_E_00001_SE_01_T_02_DF_01	w410	die	die	die	NONE
545	ISW-_E_00001_SE_01_T_02_DF_01	w411	Aufnahmsprüfung	Aufnahmsprüfung	Aufnahmsprüfung	NONE
546	ISW-_E_00001_SE_01_T_02_DF_01	w412	nicht	nicht	nicht	NONE
547	ISW-_E_00001_SE_01_T_02_DF_01	w413	bestanden	bestanden	bestehen	NONE
548	ISW-_E_00001_SE_01_T_02_DF_01	w414	hätte	hätte	haben	NONE
549	ISW-_E_00001_SE_01_T_02_DF_01	,	NONE	NONE	NONE	NONE
550	ISW-_E_00001_SE_01_T_02_DF_01	w415	das	das	die	NONE
551	ISW-_E_00001_SE_01_T_02_DF_01	w416	weiß	weiß	wissen	NONE
552	ISW-_E_00001_SE_01_T_02_DF_01	w417	ich	ich	ich	NONE
553	ISW-_E_00001_SE_01_T_02_DF_01	w418	nicht	nicht	nicht	NONE
554	ISW-_E_00001_SE_01_T_02_DF_01	,	NONE	NONE	NONE	NONE
555	ISW-_E_00001_SE_01_T_02_DF_01	w419	das	das	die	NONE
556	ISW-_E_00001_SE_01_T_02_DF_01	w420	kann	kann	können	NONE
557	ISW-_E_00001_SE_01_T_02_DF_01	w421	ich	ich	ich	NONE
558	ISW-_E_00001_SE_01_T_02_DF_01	w422	heut	heut	heuen	B-DATE
559	ISW-_E_00001_SE_01_T_02_DF_01	w423	nicht	nicht	nicht	NONE
560	ISW-_E_00001_SE_01_T_02_DF_01	w424	sagen	sagen	sagen	NONE
561	ISW-_E_00001_SE_01_T_02_DF_01	.	NONE	NONE	NONE	NONE
562	ISW-_E_00001_SE_01_T_02_DF_01	w425	Ich	Ich	ich	NONE
563	ISW-_E_00001_SE_01_T_02_DF_01	w426	hab	hab	haben	NONE
564	ISW-_E_00001_SE_01_T_02_DF_01	w427	nicht	nicht	nicht	NONE
565	ISW-_E_00001_SE_01_T_02_DF_01	w428	besonders	besonders	besonders	NONE
566	ISW-_E_00001_SE_01_T_02_DF_01	w429	gern	gern	gern	NONE
567	ISW-_E_00001_SE_01_T_02_DF_01	w430	gelernt	gelernt	lernen	NONE
568	ISW-_E_00001_SE_01_T_02_DF_01	,	NONE	NONE	NONE	NONE
569	ISW-_E_00001_SE_01_T_02_DF_01	w431	das	das	die	NONE
570	ISW-_E_00001_SE_01_T_02_DF_01	w432	weiß	weiß	wissen	NONE
571	ISW-_E_00001_SE_01_T_02_DF_01	w433	ich	ich	ich	NONE
572	ISW-_E_00001_SE_01_T_02_DF_01	.	NONE	NONE	NONE	NONE
573	ISW-_E_00001_SE_01_T_02_DF_01	w434	Aber	Aber	aber	NONE
574	ISW-_E_00001_SE_01_T_02_DF_01	(-)	NONE	NONE	NONE	NONE
575	ISW-_E_00001_SE_01_T_02_DF_01	w435	meine	meine	mein	NONE
576	ISW-_E_00001_SE_01_T_02_DF_01	w436	Eltern	Eltern	Eltern	NONE
577	ISW-_E_00001_SE_01_T_02_DF_01	w437	hatten	hatten	haben	NONE
578	ISW-_E_00001_SE_01_T_02_DF_01	w438	auch	auch	auch	NONE
579	ISW-_E_00001_SE_01_T_02_DF_01	w439	nicht	nicht	nicht	NONE
580	ISW-_E_00001_SE_01_T_02_DF_01	w440	die	die	die	NONE
581	ISW-_E_00001_SE_01_T_02_DF_01	w441	Mitteln	Mitteln	Mittel|Mitteln	NONE
582	ISW-_E_00001_SE_01_T_02_DF_01	w442	dazu	dazu	dazu	NONE
583	ISW-_E_00001_SE_01_T_02_DF_01	.	NONE	NONE	NONE	NONE
584	ISW-_E_00001_SE_01_T_02_DF_01	(-)	NONE	NONE	NONE	NONE
585	ISW-_E_00001_SE_01_T_02_DF_01	w443	Das	Das	die	NONE
586	ISW-_E_00001_SE_01_T_02_DF_01	w444	hat	hat	haben	NONE
587	ISW-_E_00001_SE_01_T_02_DF_01	w445	ja	ja	ja	NONE
588	ISW-_E_00001_SE_01_T_02_DF_01	w446	viel	viel	viele	NONE
589	ISW-_E_00001_SE_01_T_02_DF_01	w447	Geld	Geld	Geld	NONE
590	ISW-_E_00001_SE_01_T_02_DF_01	w448	gekostet	gekostet	kosten	NONE
591	ISW-_E_00001_SE_01_T_02_DF_01	.	NONE	NONE	NONE	NONE
592	ISW-_E_00001_SE_01_T_02_DF_01	w449	Und	Und	und	NONE
593	ISW-_E_00001_SE_01_T_02_DF_01	w450	dann	dann	dann	B-TIME
594	ISW-_E_00001_SE_01_T_02_DF_01	w451	hat	hat	haben	NONE
595	ISW-_E_00001_SE_01_T_02_DF_01	w452	man	man	man	NONE
596	ISW-_E_00001_SE_01_T_02_DF_01	w453	dann	dann	dann	B-TIME
597	ISW-_E_00001_SE_01_T_02_DF_01	w454	eben	eben	eben	NONE
598	ISW-_E_00001_SE_01_T_02_DF_01	w455	in	in	in	NONE
599	ISW-_E_00001_SE_01_T_02_DF_01	w456	der	der	die	NONE
600	ISW-_E_00001_SE_01_T_02_DF_01	w457	Familie	Familie	Familie	NONE
601	ISW-_E_00001_SE_01_T_02_DF_01	w458	gesagt	gesagt	sagen	NONE
602	ISW-_E_00001_SE_01_T_02_DF_01	,	NONE	NONE	NONE	NONE
603	ISW-_E_00001_SE_01_T_02_DF_01	""""""""""	NONE	NONE	NONE	NONE
604	ISW-_E_00001_SE_01_T_02_DF_01	w459	Sie	Sie	Sie	NONE
605	ISW-_E_00001_SE_01_T_02_DF_01	w460	soll	soll	sollen	NONE
606	ISW-_E_00001_SE_01_T_02_DF_01	w461	halt	halt	halt	NONE
607	ISW-_E_00001_SE_01_T_02_DF_01	w462	an	an	an	NONE
608	ISW-_E_00001_SE_01_T_02_DF_01	w463	Beruf	Beruf	Beruf	NONE
609	ISW-_E_00001_SE_01_T_02_DF_01	w464	lernen	lernen	lernen	NONE
610	ISW-_E_00001_SE_01_T_02_DF_01	.	NONE	NONE	NONE	NONE
611	ISW-_E_00001_SE_01_T_02_DF_01	""""""""""	NONE	NONE	NONE	NONE
612	ISW-_E_00001_SE_01_T_02_DF_01	(--)	NONE	NONE	NONE	NONE
613	ISW-_E_00001_SE_01_T_02_DF_01	w465	Ich	Ich	ich	NONE
614	ISW-_E_00001_SE_01_T_02_DF_01	w466	glaub	glaub	glauben	NONE
615	ISW-_E_00001_SE_01_T_02_DF_01	,	NONE	NONE	NONE	NONE
616	ISW-_E_00001_SE_01_T_02_DF_01	w467	ich	ich	ich	NONE
617	ISW-_E_00001_SE_01_T_02_DF_01	w468	war	war	sein	NONE
618	ISW-_E_00001_SE_01_T_02_DF_01	w469	damit	damit	damit	NONE
619	ISW-_E_00001_SE_01_T_02_DF_01	w470	einverstanden	einverstanden	einverstanden	NONE
620	ISW-_E_00001_SE_01_T_02_DF_01	,	NONE	NONE	NONE	NONE
621	ISW-_E_00001_SE_01_T_02_DF_01	w471	wie	wie	wie	NONE
622	ISW-_E_00001_SE_01_T_02_DF_01	w472	man	man	man	NONE
623	ISW-_E_00001_SE_01_T_02_DF_01	w473	das	das	die	NONE
624	ISW-_E_00001_SE_01_T_02_DF_01	w474	so	so	so	NONE
625	ISW-_E_00001_SE_01_T_02_DF_01	(-)	NONE	NONE	NONE	NONE
626	ISW-_E_00001_SE_01_T_02_DF_01	w475	hinge	hinge	hängen	NONE
627	ISW-_E_00001_SE_01_T_02_DF_01	/	NONE	NONE	NONE	NONE
628	ISW-_E_00001_SE_01_T_02_DF_01	(-)	NONE	NONE	NONE	NONE
629	ISW-_E_00001_SE_01_T_02_DF_01	w476	schmissen	schmissen	schmeißen	NONE
630	ISW-_E_00001_SE_01_T_02_DF_01	w477	hat	hat	haben	NONE
631	ISW-_E_00001_SE_01_T_02_DF_01	w478	irgendwie	irgendwie	irgendwie	NONE
